Tweet,For guns?,Location
"-When will students walk out of their classrooms against bullying?
-When will students walk out of their classrooms against addictions?
-When will students walk out of their classrooms against a form of murder known as abortion?

Focusing on gun control solves nothing.",-2,"Lynchburg, VA"
@ChristiChat AND SO YOU GO ALONG WITH ALL THE REST OF THE GUN LAWS THAT NEED CHANGING...YOU DIDN'T SAY...SO THAT TELLS ME YOU GOT A BIG CHECK FROM THE NRA.!!...HOW MUCH WAS IT ??!!,-2,"Dinuba, CA"
"I believe that you should learn about guns before making a judgment about them.  RESPECT goes before and with WEAPONS of all sorts, including guns.",-2,"Pewee Valley, KY"
"I might just not use twitter from now on, cause I want this to be the last thing I rt ",-2,"Hilliard, OH"
@realTimGeithner @KyleKashuv Hitler rounded up all his citizens guns. Keep fighting!,-2,"Rancho Santa Margarita, CA"
"""Commonsense gun reform"" 
Take note, gun nuts. No one is trying to ban guns altogether. ",-2,"Maryland, USA"
@JeqsYT @DaltonStun @DarkTheories @NorthAriah @Astrozs @BeauVekays If we make it a law to not have guns and destroy all guns in the us people can get diffrent firearms from diffrent countries,-2,"Corpus Christi, TX"
@dougie1894 bro literally the whole thing you see in this video has nothing to do with politics. we aren’t making a statement about gun control at all. that wasn’t our goal today. our sole purpose was to remember the 17 lives that were lost. that’s IT. idk what you’re confused about.,-2,"Pennsylvania, USA"
"To those saying the walkout won't change a single thing about guns, it wasn't meant to. It was meant to take 17 minutes for 17 kids lives taken, kids our age, in public schools like us, with goals, hopes and dreams similar to ours. We walked out to remember the life lost.",-2,"Indiana, USA"
"@Gcool_xoxo @fosternathan26 @WPOC This conversation isn’t about gun control. What it’s about is how our school stood on the graves of those students to gain publicity, then proceeded to turn it into a politicized event. Even the liberals at our school agree. And we’ve seen it happen other times.",-2,"Essex, MD"
@Qjjess It’s not supposed to be about the gun laws remember everyone wants to say it’s about the 17 students who tragically lost their life. People with mental issues can easily get ahold of a gun and decide to shoot up anywhere. But it’s not the gun that’s pulling the trigger.,-2,"Bakersfield, CA"
"“And pop put them titties too!”
*finger guns*
-Josh Murdock",-2,"Sparks, NV"
"@ARedhead444 @blazingxmexican Anyone who watched the MI town hall from the 2016 primary will know the truth about Bernie and guns. He attacked Clinton for supporting gun reform, telling the audience that she wanted to take their guns away and end gun manufacturing in the US. It was the moment of truth for me.",-2,"Washougal, WA"
"It's about money and power. Not life for demo
Trash. ",-2,"Ohio, USA"
"@SenJohnKennedy Dogs and guns &gt; kids. 

Cool.",-2,"Chandler, AZ"
@realDonaldTrump  still no action all talk on gun control. Tired of your thoughts and prayers #guncontrol,-2,"Missouri, USA"
"@ConservativeXT @Rick4Sentinel @Putins_Ego @suzannekco Assault weapons ARE designed expressly to kill as many humans as possible. Let’s not shift the goalposts.

Glad you admitin your second point that we can place limits on gun ownership. Reasonable people will continue to work on ways to increase these limitations.",-2,"Manhattan, NY"
"Shaq Unveils BOLD Idea For Preventing School Shootings, Liberals Will HATE It ",-2,"Phoenix, AZ"
"Anyone see the sign some young skulls full of mush were proud to show the cameras that said, “The White House is a gun free zone, why can’t our schools be too?”
I’m still shaking my head an hour later.
Guess those Mensa candidates think the Secret Service uses paint guns..🤔",-2,"Texas, USA"
"until you acknowledge how many millions of americans are affected by mesothelioma, don’t even talk to me about gun control or abortions",-2,"Indianapolis, IN"
"JROTC members did more to help their fellow Parkland students than the FBI &amp; the local PD put together.  Sit down, @SenFeinstein. ",-2,"Apple Valley, CA"
@nytimes Trump unleashed these nazis and now they think they are going to take over. All the guns in the world may not stop these nazis. Dangerous sit. Defacing public property should be dealt with,-2,"Brooklyn, NY"
Plot twist: he has MORE rights than a gun... ,-2,"Garfield, MI"
@AngelaB76465356 @HuffPost Her dad gave Dylan guns even tho he knew he was barred from access.  His family is complicit,-2,"Forest Park, IL"
"@RepKick1 @george_irish @williamson_erin @DeemDeb @melissaschwartz @realDonaldTrump Australia, Britain, Japan and many other countries with strict gun regulations have drugs and other illegal activity, but far less gun violence. Why? Because you can’t make guns out of stuff you buy from the grocery store. This analogy is over simplified.",-2,"San Marcos, CA"
Why do people insist on the false dichotomy? It's both. Don't #bully. Reasonable gun laws. DO BOTH!! #walkupANDout,-2,"Denver, CO"
Yet these morons and their even more idiotic parents want to tell us about gun control. How bout “spewing on hoes on Saturday nights” control? We’d have less of these idiot ill equipped parents &amp; their bastards running around. How bout that?!?  Rhetorical... No response needed... ,-2,"Port Arthur, TX"
"@george_irish @melissaschwartz @realDonaldTrump Right on George, I own 5 pistols and two rifles and by God they have never fired a bullet unless they are in my control. My guns are locked 🔒 up and no one has a key to them but me. People are definitely the problem. Take away guns the evil minded will turn to a crossbow 🏹",-2,"Reno, NV"
A point I've tried to get across to the horde. ,-2,"Colorado, USA"
@ananavarro I agree!!  Congress must ban AR- type war weapons because these guns have no use EXCEPT law enforcement and/or military!   #BanAssaultWeapons #BanAssaultWeapons  #BanAssaultWeapons  #BanAssaultWeapons  #BanAssaultWeapons  #BanAssaultWeapons  #BanAssaultWeapons  #BanAssaultWeapons,-2,"Arkansas, USA"
"@cameron_kasky It’s funny because all those gun nuts screaming about their 2nd amendment rights are the same ones who are trying to take your 1st amendment rights away. Why? Because your kids? By my estimation, you have a better handle on reality and the constitution. Jmho",-2,"Hempstead, NY"
"@RuskRick @EvanAke55 @davidhogg111 Yes I agree and own guns.  I’m against a ban based on age or raising the age of possession.  Only that we should put in metal detectors, ban violent offenders and diseases, bullet proof Doors and windows in classrooms.  Panic room.  National guard teams (not police or teachers).",-2,"San Juan, USA"
@deplorableclay ,-2,"Murray, UT"
"Finally comes some perspective in the gun control solves school massacres issue. Tyranny's goal isn't to stop massacres.  It IS about disarming the people they fear, a well armed citizenry. ",-2,"Florida, USA"
We NeEd GuN cOnTrOl ,-2,"Colorado, USA"
"if I were to set a gun down on the table and walk away with my back to it, is that gun gonna pull its own trigger? No. There are people that control the trigger. Whether it be a sane person or not.",-2,"West Virginia, USA"
Yeah no one would think that people want to ban guns if no one talked about banning guns ,-2,"Cicero, NY"
"@elyon113 @cameron_kasky After you rid America of the Violent guns, will sticks and stones be your new protection from a vile and criminal tyrannical Government... because that 2A is the only thing standing between the rights of the people and a Dictatorship.",-2,"Montana, USA"
SPORTS ,-2,"Elizabethton, TN"
".I see the similarity...
☠️☠️☠️ ",-2,"Sandy, UT"
Y’all are so fucking pathetic ,-2,"Simi Valley, CA"
Shaquille O'Neal: Put More Police Officers in Schools Instead of Banning Guns ,-2,"Homestead, FL"
"@DFAaction @AndrewGillum I like how the woman have a “empower woman” shirt, yet blames guns. Like most single woman in lower income communities. They carry guns as protection. Why take that away from them.",-2,"Orlando, FL"
@realhenrythiry Yes yay more guns is right!,-2,"Newport News, VA"
@nytimes Guns do not belong in school. That’s why we have metal detectors in our schools. Mistakes happen but they shouldn’t happen in a school,-2,"Brooklyn, NY"
@Ami_Marisol I’m making lots of nice new friends. It appears everyone is split between I hate guns and/or puppies. It’s very confusing even to me.,-2,"Washington, DC"
@WEK1960 @KIRO7Seattle @WEK1960 I usually don’t respond. AK15s kept available by lobbying of the NRA is something you should find despicable. That is not hunting as guns were meant for.,-2,"Lake Ketchum, WA"
If Trump is not your president you can’t ask him for gun control and can’t impeach him. You can only ask those things of your president,-2,"North Gates, NY"
"Protecting people isn't the problem, guns aren't the problem. The problem is the way everyone treats one another. There's a reason behind everything.",-2,"West Virginia, USA"
"Ye, and it worked for alcohol too. ",-2,"Ohio, USA"
@JuddLegum Didn't tRumpus say he's coming for the guns?  Lawfully or not.,-2,"Bethel Park, PA"
@scragsma70 @davidharsanyi @RageOnThePage ,-2,"Los Angeles, CA"
"Ever notice that everytime they Attack our
2A. WE Buy THOUSANDS of GUNS. keep it
Up dems. We'll keep buying GUNS.. ",-2,"Moorpark, CA"
"@davidharsanyi Great Idea! Go and organize it. No? Just uninformed yack on Twitter rather than have the courage of ur convictions. #ParklandStrong #douglashighschool kids have put the @NRA on the defense &amp; started the reduction of guns. What do U for ur beliefs? Wah, Wah, Wah.",-2,"Los Angeles, CA"
